product_id,제품명,기존_brand_name,반영_brand_name
9568f0bf-b9a6-49f1-a447-150957c4c9c1,"조공 반려동물 미니트릿 동결건조 간식, 혼합맛(닭/북어), 130g, 1세트",쿠팡검색,조공
961b2d64-fcaa-4fc3-aa69-f61cc3095ca8,테이스트오브더와일드 고양이 토우 사료,쿠팡검색,테이스트오브더와일드
963d3289-6de8-4880-99e8-ecdf17bce995,페페로니 강아지 진짜 오메가3 져키,쿠팡검색,페페로니
96db8a21-c49e-459e-922b-049ed4057615,캐츠랑 키튼 아기고양이사료 수유묘 전용 건식사료,쿠팡검색,캐츠랑
98cf6dea-b506-4edc-a6c8-f1a522ec32eb,네츄럴코어 전연령 강아지 에코플러스1 건식사료,쿠팡상품,네츄럴코어
995e8e39-8cf5-4f01-a646-00f89bfa98d0,굿딜즈 고양이 360도 회전 고슴도치  캣닢볼 블루,쿠팡검색,굿딜즈
99ac6c0f-cdfd-41df-a4c5-61865297d049,"오가앤리프 어덜트 고양이 인도어 유기농 가수분해 건식사료, 1개, 1.8kg",쿠팡검색,오가앤리프
9b077b8f-d42c-4669-a262-94af9c7ef9be,"블루버팔로 어덜트 강아지 와일드 스피릿 건식사료, 연어, 5.8kg, 1개",쿠팡검색,블루버팔로
9c555374-0bd0-4e54-8a83-68a3b2461a02,"와그작 강아지 톡톡 미니 트릿, 혼합맛(고구마/자색고구마/당근/양배추), 30g, 6개",쿠팡검색,와그작
9d04b445-28a5-44bd-a942-1fdc1c7ae731,"[대용량] 슬로울리라이프 10+ (10~12세) 노령견 노견 시니어 소프트 사료 MEGA PACK 4.8kg, 1개, 4.8kg, 연어+오리",쿠팡검색,슬로울리라이프
9d6eb633-1f3d-448e-99f3-0e8aabda40c7,now 고양이 어덜트 프레쉬 굿 그레이비 연어레시피,쿠팡검색,now
9d86fd05-08d1-4c39-97b6-e675952d0ecc,탐사 X 사조 뉴 고메 고양이 캔,쿠팡검색,탐사
9f5e0793-0287-4d28-b1c5-8db7bd1daa7f,이나바 고양이 챠오츄르 버라이어티 간식,쿠팡검색,이나바
9f8dd1cb-9fe2-49ee-9782-18bf2e58e300,"닥터뉴토 고양이 동결건조 간식 유산균 트릿 (구내염/구취/치석제거 도움), 5개, 55g, 치킨",쿠팡검색,닥터뉴토
a0057203-c0bd-4893-b41f-dd1f28823263,"닥터뉴토 고양이 짜먹는 간식 한입 스틱 (유산균 장건강, 헤어볼 케어에 도움), 10g, 60개, 유산균 참치",쿠팡검색,닥터뉴토
a029de87-835b-40fa-ba68-768049534405,페스룸 고양이 퓨어 스틱 7p,쿠팡검색,페스룸
a09b209c-d34b-4479-a96e-a1919e26fed0,"프레스티지 캣 시니어 8+ 노령 대용량 관절 신장케어 고양이 사료, 1개, 10kg, 닭+칠면조",쿠팡검색,프레스티지
a141feba-ece3-4bd0-8307-8e9420245d2a,"슬로울리라이프 연어 오리 13+ (13세 이상) 노령견 노견 부드러운 소프트 사료, 1개, 1.6kg, 연어+오리",쿠팡검색,슬로울리라이프
a14f7578-452c-48f8-88e1-bf5ae38a1fe5,풀무원아미오 자연담은퓨레 닭가슴살과 당근,쿠팡검색,풀무원아미오
a184dfdb-ee67-401e-a66f-0d8d0c0940f3,"본아페티 고양이 허피스 사료 구강 면역력 구내염 기능성 무보존제 건식 사료, 면역/항산화, 1kg, 3개",쿠팡검색,본아페티
a27f0157-d6bc-4ce0-b8d6-11ef86c7386d,탐사 고양이 간식 스낵,쿠팡검색,탐사
a379d88b-4f52-410f-b231-47fabb5b3dc0,이즈칸 독 웨이트 컨트롤 솔루션 사료,쿠팡검색,이즈칸
a3dc9b20-5f63-44ef-978e-ad2cf80b5dff,시저 1세 이상 강아지 버라이어티팩 3종 주식캔,쿠팡검색,시저
a4e42533-189d-4689-8447-943dea1a2adf,건강백서 어덜트 반려견 기능성 사료,쿠팡검색,건강백서
a4f50812-174e-4f2c-b7e1-0b894a9d4fce,뽀시래기 강아지 동결건조 간식 큐브 트릿,쿠팡검색,뽀시래기
a6035f7c-97d3-460f-86e2-3f1821da4460,ANF 전연령 독 식스프리 플러스 레드 건식사료,쿠팡검색,ANF
a73d5f39-d45a-4e5d-aa7c-59c15975b312,"백년애 고기가 2배 이상 말린 오래먹는 강아지껌, 오리고기 소형, 250g, 2개",쿠팡검색,백년애
a757ab2e-106c-459d-b454-90fb67baae7b,웁스 반려동물 닭가슴살 간식,쿠팡검색,웁스
a802eb7c-2c41-40bd-a70e-b1f7438d7d65,네츄럴랩 강아지 수제 건조간식,쿠팡검색,네츄럴랩
a8adea28-2e81-4acf-9840-095f17463366,하림펫푸드 어덜트 강아지 더리얼 그레인프리 오븐베이크드 건식사료,쿠팡검색,하림펫푸드
